codigo_ocorrencia;codigo_ocorrencia2;ocorrencia_classificacao;ocorrencia_cidade;ocorrencia_uf;ocorrencia_aerodromo;ocorrencia_dia;ocorrencia_hora;total_recomendacoes
45895;45895;INCIDENTE;SALVADOR;BA;SBSV;17/05/2012;09:55:00;0
45857;45857;ACIDENTE;SÃO PAULO;SP;SBMT;18/05/2012;10:17:00;1
45862;45862;INCIDENTE;RIBEIRÃO PRETO;SP;****;18/05/2012;17:56:00;0
45865;45865;INCIDENTE;ITÁPOLIS;SP;****;18/05/2012;19:45:00;0
45867;45867;INCIDENTE GRAVE;SÃO PAULO;SP;****;18/05/2012;15:00:00;0
45859;45859;INCIDENTE GRAVE;AMARGOSA;BA;SNAZ;19/05/2012;13:40:00;2
45861;45861;INCIDENTE;PARNAMIRIM;RN;SBNT;19/05/2012;10:40:00;0
45944;45944;INCIDENTE;CAMPINAS;SP;SBKP;19/05/2012;10:28:00;0
45866;45866;ACIDENTE;DRACENA;SP;****;20/05/2012;19:35:00;1
45890;45890;ACIDENTE;IMBITUBA;SC;****;20/05/2012;17:40:00;0
45903;45903;INCIDENTE;GOIÂNIA;GO;SBGO;20/05/2012;21:17:00;0
45889;45889;INCIDENTE;BOTUCATU;SP;SDBK;22/05/2012;13:30:00;0
52059;52059;INCIDENTE;RECIFE;PE;SBRF;22/05/2012;13:07:00;0
45891;45891;INCIDENTE GRAVE;TOLEDO;PR;SBTD;23/05/2012;11:35:00;0
45915;45915;INCIDENTE;RIO DE JANEIRO;RJ;SBRJ;23/05/2012;14:30:00;0
46049;46049;INCIDENTE GRAVE;ITAPIRANGA;AM;****;23/05/2012;20:20:00;1
45860;45860;INCIDENTE;RIO BRANCO;AC;SBRB;24/05/2012;03:10:00;0
45887;45887;INCIDENTE;JUNDIAÍ;SP;SBJD;24/05/2012;19:23:00;0
45913;45913;ACIDENTE;ALCÂNTARA;MA;****;25/05/2012;20:45:00;0
45916;45916;INCIDENTE;RECIFE;PE;SBRF;25/05/2012;18:00:00;0
45941;45941;INCIDENTE GRAVE;SALTO DE PIRAPORA;SP;SDBN;25/05/2012;20:15:00;0
46701;46701;INCIDENTE;SÃO PAULO;SP;SBSP;25/05/2012;15:40:00;0
52240;52240;INCIDENTE GRAVE;CASCAVEL;PR;SBCA;25/05/2012;20:45:00;0
45927;45927;ACIDENTE;TATUÍ;SP;SDTF;26/05/2012;12:30:00;0
45929;45929;ACIDENTE;BELO HORIZONTE;MG;SBPR;26/05/2012;11:00:00;0
45950;45950;INCIDENTE;SÃO PAULO;SP;SBMT;26/05/2012;19:30:00;0
45928;45928;ACIDENTE;DELTA;MG;****;27/05/2012;14:00:00;0
45902;45902;ACIDENTE;PONTA GROSSA;PR;SSZW;28/05/2012;20:25:00;0
45939;45939;ACIDENTE;UMUARAMA;PR;****;30/05/2012;19:00:00;0
45904;45904;INCIDENTE;BELO HORIZONTE;MG;SBBH;31/05/2012;00:03:00;0
45898;45898;INCIDENTE;JUNDIAÍ;SP;SBJD;01/06/2012;16:54:00;0
45901;45901;ACIDENTE;BELÉM;PA;SBJC;01/06/2012;15:08:00;0
45900;45900;ACIDENTE;SÃO PAULO;SP;SBMT;02/06/2012;12:29:00;1
45897;45897;INCIDENTE;JUNDIAÍ;SP;SBJD;03/06/2012;20:28:00;0
45899;45899;ACIDENTE;RIO CLARO;SP;SDRK;03/06/2012;19:40:00;0
45918;45918;INCIDENTE;ILHÉUS;BA;SBIL;05/06/2012;18:34:00;0
45933;45933;ACIDENTE;BARÃO DE MELGAÇO;MT;****;05/06/2012;20:30:00;0
45914;45914;ACIDENTE;MACAÉ;RJ;SBME;06/06/2012;21:35:00;0
45932;45932;INCIDENTE GRAVE;GOIÂNIA;GO;SBGO;06/06/2012;14:05:00;1
45943;45943;INCIDENTE;VITÓRIA;ES;SBVT;07/06/2012;12:00:00;0
45980;45980;INCIDENTE;SALVADOR;BA;SBSV;07/06/2012;18:24:00;0
46117;46117;INCIDENTE;RIO DE JANEIRO;RJ;SBGL;08/06/2012;20:55:00;0
45917;45917;INCIDENTE;SALVADOR;BA;SBSV;11/06/2012;19:30:00;0
45946;45946;INCIDENTE;CABO FRIO;RJ;SBCB;11/06/2012;14:50:00;0
45931;45931;INCIDENTE GRAVE;BELO HORIZONTE;MG;SBPR;12/06/2012;18:40:00;0
45936;45936;ACIDENTE;SINOP;MT;****;13/06/2012;11:50:00;0
45945;45945;INCIDENTE;RIO DE JANEIRO;RJ;SBJR;13/06/2012;21:00:00;0
45981;45981;INCIDENTE;VÁRZEA GRANDE;MT;SBCY;13/06/2012;10:51:00;0
45989;45989;INCIDENTE;RIO DE JANEIRO;RJ;SBJR;13/06/2012;23:00:00;0
45934;45934;ACIDENTE;PAÇO DO LUMIAR;MA;SJHR;14/06/2012;19:40:00;2
45982;45982;INCIDENTE;BELÉM;PA;SBBE;15/06/2012;00:06:00;0
45964;45964;INCIDENTE;SÃO PAULO;SP;SBSP;16/06/2012;13:15:00;0
46180;46180;ACIDENTE;AURIFLAMA;SP;****;16/06/2012;19:30:00;0
46032;46032;INCIDENTE;GUARULHOS;SP;SBGR;17/06/2012;13:36:00;0
45983;45983;INCIDENTE;BELO HORIZONTE;MG;****;18/06/2012;09:16:00;0
45942;45942;INCIDENTE;ARARAS;SP;SDAA;19/06/2012;13:40:00;0
45972;45972;INCIDENTE;CURITIBA;PR;SBBI;19/06/2012;15:00:00;0
46116;46116;INCIDENTE;VARGINHA;MG;****;19/06/2012;19:54:00;0
45935;45935;INCIDENTE;GOIÂNIA;GO;SBGO;20/06/2012;09:10:00;0
45938;45938;ACIDENTE;ALTO HORIZONTE;GO;****;20/06/2012;16:15:00;0
45947;45947;INCIDENTE;VITÓRIA;ES;****;20/06/2012;14:30:00;0
45951;45951;INCIDENTE;VITÓRIA;ES;SBVT;21/06/2012;15:00:00;0
45952;45952;INCIDENTE;COARI;AM;****;21/06/2012;12:15:00;0
45985;45985;INCIDENTE;GUARULHOS;SP;SBGR;21/06/2012;13:55:00;0
45937;45937;ACIDENTE;CANARANA;MT;SWEK;22/06/2012;14:00:00;0
45959;45959;INCIDENTE;BELO HORIZONTE;MG;SBBH;22/06/2012;14:32:00;0
45973;45973;INCIDENTE;MANAUS;AM;SBEG;22/06/2012;14:30:00;0
46022;46022;INCIDENTE;MOGI DAS CRUZES;SP;****;22/06/2012;20:20:00;0
46026;46026;INCIDENTE GRAVE;BRASÍLIA;DF;SIQE;22/06/2012;12:30:00;1
46106;46106;INCIDENTE;VITÓRIA;ES;SBVT;22/06/2012;12:28:00;0
45960;45960;INCIDENTE;BELO HORIZONTE;MG;SBBH;23/06/2012;19:01:00;0
46158;46158;INCIDENTE;BELÉM;PA;SBJC;23/06/2012;11:50:00;0
45949;45949;INCIDENTE;SÃO JOSÉ DOS CAMPOS;SP;SBSJ;24/06/2012;11:40:00;0
45948;45948;INCIDENTE;JUNDIAÍ;SP;SBJD;25/06/2012;15:18:00;0
46197;46197;INCIDENTE;OSÓRIO;RS;SSOS;26/06/2012;17:00:00;0
46029;46029;INCIDENTE;COARI;AM;****;28/06/2012;12:00:00;0
46019;46019;INCIDENTE;SÃO PAULO;SP;SBSP;29/06/2012;01:35:00;0
46038;46038;ACIDENTE;BAURU;SP;SBBU;29/06/2012;17:50:00;0
46036;46036;INCIDENTE;BELÉM;PA;SBJC;30/06/2012;15:51:00;0
46043;46043;INCIDENTE GRAVE;MARICÁ;RJ;SDMC;30/06/2012;14:05:00;0
46045;46045;ACIDENTE;PRATA;MG;****;30/06/2012;23:00:00;0
46096;46096;INCIDENTE;FOZ DO IGUAÇU;PR;SBFI;30/06/2012;13:52:00;0
46155;46155;INCIDENTE;RIO DE JANEIRO;RJ;****;30/06/2012;15:40:00;0
46024;46024;INCIDENTE GRAVE;CURITIBA;PR;SBBI;01/07/2012;11:05:00;0
46046;46046;INCIDENTE;MARINGÁ;PR;SBMG;01/07/2012;12:30:00;0
46042;46042;INCIDENTE GRAVE;ARACATU;BA;****;02/07/2012;10:45:00;3
46073;46073;INCIDENTE;GUARULHOS;SP;****;03/07/2012;02:55:00;0
46110;46110;INCIDENTE;GOIÂNIA;GO;SBGO;03/07/2012;09:01:00;0
46156;46156;INCIDENTE;GOIÂNIA;GO;SBGO;03/07/2012;11:55:00;0
46095;46095;ACIDENTE;NOVA UBIRATÃ;MT;****;04/07/2012;14:35:00;0
46093;46093;ACIDENTE;ESPINOSA;MG;****;06/07/2012;13:50:00;2
46157;46157;INCIDENTE;PORTO ALEGRE;RS;****;06/07/2012;13:11:00;0
46161;46161;INCIDENTE;GUARULHOS;SP;****;06/07/2012;09:30:00;0
46094;46094;ACIDENTE;ALTO GARÇAS;MT;****;07/07/2012;14:30:00;0
46178;46178;ACIDENTE;GENERAL CARNEIRO;MT;****;07/07/2012;09:20:00;0
46092;46092;ACIDENTE;BOITUVA;SP;****;09/07/2012;17:00:00;7
46105;46105;INCIDENTE;CAMPINAS;SP;SBKP;09/07/2012;22:55:00;0
46196;46196;INCIDENTE;OSÓRIO;RS;SSOS;09/07/2012;12:00:00;0
46098;46098;INCIDENTE;BELO HORIZONTE;MG;****;10/07/2012;20:25:00;0
46159;46159;INCIDENTE;SÃO PAULO;SP;SBMT;11/07/2012;19:50:00;0
46305;46305;ACIDENTE;SÃO PAULO;SP;****;11/07/2012;13:17:00;2
46152;46152;ACIDENTE;ANGRA DOS REIS;RJ;****;12/07/2012;20:15:00;1
46154;46154;INCIDENTE GRAVE;UBERABA;MG;SBUR;12/07/2012;19:32:00;0
46160;46160;INCIDENTE;CARAUARI;AM;****;13/07/2012;11:40:00;0
46189;46189;INCIDENTE;SÃO PAULO;SP;****;13/07/2012;18:50:00;0
46153;46153;ACIDENTE;UAUÁ;BA;****;14/07/2012;14:40:00;0
46190;46190;INCIDENTE;LONDRINA;PR;SBLO;15/07/2012;18:37:00;0
46179;46179;ACIDENTE;SANTA FÉ DO SUL;SP;SILT;16/07/2012;12:00:00;0
46191;46191;INCIDENTE;MACAÉ;RJ;SBME;16/07/2012;11:42:00;0
46653;46653;INCIDENTE;CAMPINAS;SP;****;17/07/2012;23:14:00;0
46671;46671;INCIDENTE;BOA VISTA;RR;SBBV;17/07/2012;12:20:00;0
46192;46192;INCIDENTE;DOURADOS;MS;SSDO;20/07/2012;10:02:00;0
46187;46187;INCIDENTE GRAVE;BARRO DURO;PI;****;21/07/2012;11:35:00;4
46170;46170;ACIDENTE;BEBEDOURO;SP;SDBB;22/07/2012;16:00:00;2
46214;46214;INCIDENTE;MACAÉ;RJ;****;22/07/2012;19:21:00;0
46181;46181;INCIDENTE GRAVE;JUNDIAÍ;SP;SBJD;23/07/2012;18:55:00;0
46193;46193;INCIDENTE;UIRAMUTÃ;RR;****;23/07/2012;13:20:00;0
46171;46171;ACIDENTE;MARICÁ;RJ;****;24/07/2012;19:15:00;0
46172;46172;ACIDENTE;RIO DE JANEIRO;RJ;****;24/07/2012;19:10:00;1
46194;46194;INCIDENTE;MACAÉ;RJ;****;24/07/2012;13:40:00;0
46210;46210;INCIDENTE;MACAÉ;RJ;****;25/07/2012;16:20:00;0
46211;46211;INCIDENTE;PARAUAPEBAS;PA;SBCJ;26/07/2012;17:20:00;0
46212;46212;INCIDENTE;CURITIBA;PR;SBCT;26/07/2012;23:10:00;0
46339;46339;ACIDENTE;CARAGUATATUBA;SP;****;26/07/2012;12:00:00;0
46173;46173;ACIDENTE;IPIGUÁ;SP;****;28/07/2012;16:30:00;0
46198;46198;INCIDENTE;PIRACICABA;SP;SDPW;28/07/2012;16:00:00;0
46202;46202;ACIDENTE;JUIZ DE FORA;MG;****;28/07/2012;10:45:00;1
52060;52060;INCIDENTE;NAVIRAÍ;MS;SSNB;28/07/2012;19:00:00;0
46188;46188;INCIDENTE GRAVE;JUNDIAÍ;SP;SBJD;29/07/2012;14:46:00;0
46195;46195;INCIDENTE;SÃO PAULO;SP;****;29/07/2012;15:05:00;0
46215;46215;INCIDENTE;MACAÉ;RJ;****;30/07/2012;16:15:00;0
46213;46213;INCIDENTE;CURITIBA;PR;****;31/07/2012;12:21:00;0
46201;46201;ACIDENTE;ALTO ALEGRE;RR;****;01/08/2012;16:20:00;1
46217;46217;INCIDENTE;BRASÍLIA;DF;****;01/08/2012;10:33:00;0
46218;46218;INCIDENTE;BELO HORIZONTE;MG;SBBH;01/08/2012;12:49:00;0
46200;46200;ACIDENTE;GOIÂNIA;GO;SWNV;02/08/2012;12:40:00;0
46216;46216;INCIDENTE;JUNDIAÍ;SP;SBJD;03/08/2012;20:00:00;0
46209;46209;INCIDENTE GRAVE;ALTAMIRA;PA;****;04/08/2012;10:10:00;2
46522;46522;INCIDENTE;SOROCABA;SP;SDCO;04/08/2012;23:00:00;0
46199;46199;ACIDENTE;TEFÉ;AM;****;05/08/2012;15:00:00;3
46219;46219;INCIDENTE;BRASÍLIA;DF;SBBR;06/08/2012;22:02:00;4
46682;46682;INCIDENTE;SALVADOR;BA;SBSV;06/08/2012;12:15:00;0
46261;46261;ACIDENTE;PORTO SEGURO;BA;SBPS;08/08/2012;18:50:00;1
46280;46280;INCIDENTE GRAVE;SÃO SEPÉ;RS;****;08/08/2012;20:00:00;0
46299;46299;INCIDENTE;TATUÍ;SP;SDTF;08/08/2012;15:00:00;0
46300;46300;INCIDENTE;MOSSORÓ;RN;SBMS;08/08/2012;14:30:00;2
46681;46681;INCIDENTE;BELÉM;PA;SBBE;08/08/2012;22:59:00;0
52061;52061;INCIDENTE;MANAUS;AM;SBEG;08/08/2012;10:32:00;0
52062;52062;INCIDENTE;RIO DE JANEIRO;RJ;SBGL;09/08/2012;19:12:00;0
46281;46281;INCIDENTE GRAVE;MANAUS;AM;SWFN;10/08/2012;12:20:00;1
46282;46282;INCIDENTE GRAVE;COARI;AM;SWKO;12/08/2012;12:20:00;0
46298;46298;INCIDENTE;CASCAVEL;PR;SBCA;12/08/2012;18:00:00;0
46347;46347;INCIDENTE;JUNDIAÍ;SP;SBJD;12/08/2012;15:15:00;0
46260;46260;ACIDENTE;TARUMIRIM;MG;****;14/08/2012;19:50:00;1
46297;46297;INCIDENTE;CONFINS;MG;****;14/08/2012;18:22:00;0
46279;46279;INCIDENTE GRAVE;ITÁPOLIS;SP;SDIO;15/08/2012;20:40:00;0
46672;46672;INCIDENTE;COARI;AM;SBUY;15/08/2012;20:33:00;0
52063;52063;INCIDENTE;CABO FRIO;RJ;SBCB;15/08/2012;15:00:00;0
46253;46253;ACIDENTE;ATIBAIA;SP;SDTB;16/08/2012;14:45:00;0
46259;46259;ACIDENTE;CAMPINAS;SP;SDAM;17/08/2012;15:10:00;0
46263;46263;INCIDENTE GRAVE;RIO DE JANEIRO;RJ;SBJR;17/08/2012;15:15:00;3
46336;46336;ACIDENTE;ATIBAIA;SP;****;17/08/2012;18:10:00;0
46345;46345;INCIDENTE;CAMPINAS;SP;SDAM;17/08/2012;15:05:00;0
46255;46255;ACIDENTE;SANTA BÁRBARA D'OESTE;SP;****;18/08/2012;12:40:00;0
52064;52064;INCIDENTE;RIO BRANCO;AC;SBRB;18/08/2012;22:00:00;0
46258;46258;ACIDENTE;ITAQUAQUECETUBA;SP;****;19/08/2012;18:05:00;0
46301;46301;INCIDENTE;TERESINA;PI;SBTE;19/08/2012;09:40:00;0
46346;46346;INCIDENTE;SÃO PAULO;SP;****;19/08/2012;18:30:00;0
46256;46256;ACIDENTE;BELO HORIZONTE;MG;SBPR;20/08/2012;17:50:00;3
46264;46264;INCIDENTE GRAVE;COROMANDEL;MG;****;20/08/2012;17:40:00;0
46302;46302;INCIDENTE;CASCAVEL;PR;SBCA;20/08/2012;16:55:00;0
46344;46344;INCIDENTE;BODOQUENA;MS;****;20/08/2012;05:50:00;0
46257;46257;ACIDENTE;JURUÁ;AM;****;21/08/2012;18:50:00;0
46348;46348;INCIDENTE;SÃO PAULO;SP;SBSP;21/08/2012;00:30:00;0
46435;46435;ACIDENTE;PALMEIRA;PR;****;21/08/2012;20:15:00;3
46688;46688;INCIDENTE;LONDRINA;PR;SBLO;21/08/2012;23:00:00;0
46846;46846;ACIDENTE;RIO DE JANEIRO;RJ;****;21/08/2012;22:35:00;0
46436;46436;ACIDENTE;ARAGUAÍNA;TO;****;22/08/2012;13:00:00;0
46444;46444;ACIDENTE;PAUINI;AM;SWUI;22/08/2012;18:51:00;3
46349;46349;INCIDENTE;GOIÂNIA;GO;SBGO;23/08/2012;00:00:00;0
46296;46296;INCIDENTE;SÃO PAULO;SP;SBMT;25/08/2012;21:10:00;0
46437;46437;ACIDENTE;ÁGUA CLARA;MS;****;25/08/2012;11:30:00;2
46350;46350;INCIDENTE;BRASÍLIA;DF;SBBR;28/08/2012;18:30:00;0
46451;46451;INCIDENTE GRAVE;CAMPINAS;SP;SDAM;30/08/2012;19:25:00;1
46310;46310;ACIDENTE;ANGRA DOS REIS;RJ;****;31/08/2012;18:40:00;0
46680;46680;INCIDENTE;SANTARÉM;PA;SBSN;31/08/2012;12:10:00;0
46686;46686;INCIDENTE;CAMPINA GRANDE;PB;SNKB;01/09/2012;12:10:00;0
46312;46312;INCIDENTE;CONFINS;MG;SBCF;02/09/2012;10:55:00;0
46342;46342;INCIDENTE;UBATUBA;SP;****;03/09/2012;16:40:00;0
52065;52065;INCIDENTE;BELO HORIZONTE;MG;SBBH;03/09/2012;16:30:00;0
46311;46311;INCIDENTE GRAVE;PORTO ALEGRE;RS;SSBN;05/09/2012;11:50:00;0
46520;46520;INCIDENTE;RIO DE JANEIRO;RJ;SBJR;06/09/2012;16:27:00;0
46684;46684;INCIDENTE;SALVADOR;BA;SBSV;06/09/2012;19:45:00;0
46308;46308;ACIDENTE;MIRANDA;MS;****;07/09/2012;19:10:00;0
46418;46418;ACIDENTE;GUIRATINGA;MT;****;07/09/2012;13:30:00;0
52066;52066;INCIDENTE;PRESIDENTE PRUDENTE;SP;SBDN;08/09/2012;15:50:00;0
46306;46306;INCIDENTE GRAVE;JUNDIAÍ;SP;SBJD;09/09/2012;12:00:00;0
46309;46309;ACIDENTE;MACAPÁ;AP;****;09/09/2012;21:12:00;0
50831;50831;ACIDENTE;ACREÚNA;GO;****;09/09/2012;20:00:00;1
46337;46337;ACIDENTE;ALTO PARAÍSO DE GOIÁS;GO;SDXF;12/09/2012;12:00:00;0
46338;46338;ACIDENTE;BALSAS;MA;****;12/09/2012;20:50:00;0
46307;46307;ACIDENTE;GUARULHOS;SP;SBGR;13/09/2012;01:30:00;0
46685;46685;INCIDENTE;SALVADOR;BA;SBSV;14/09/2012;20:07:00;0
52067;52067;INCIDENTE;BOA VISTA;RR;SBBV;14/09/2012;15:15:00;0
46358;46358;INCIDENTE;FORTALEZA;CE;SBFZ;15/09/2012;22:44:00;0
46371;46371;INCIDENTE;ITUPEVA;SP;****;15/09/2012;17:30:00;0
46340;46340;INCIDENTE GRAVE;UBERLÂNDIA;MG;SBUL;16/09/2012;17:40:00;0
52068;52068;INCIDENTE;JUNDIAÍ;SP;SBJD;16/09/2012;22:03:00;0
46691;46691;INCIDENTE;RIO GRANDE;RS;****;17/09/2012;11:00:00;0
46341;46341;INCIDENTE;BACABAL;MA;****;18/09/2012;10:24:00;0
46359;46359;INCIDENTE;VITÓRIA;ES;SBVT;18/09/2012;17:00:00;0
46362;46362;INCIDENTE;BELO HORIZONTE;MG;SBBH;18/09/2012;20:00:00;0
46519;46519;INCIDENTE;PORTO ALEGRE;RS;SBPA;18/09/2012;18:32:00;0
46354;46354;ACIDENTE;ITAMARAJU;BA;****;19/09/2012;23:00:00;0
46652;46652;INCIDENTE;VÁRZEA GRANDE;MT;SBCY;19/09/2012;23:50:00;0
46689;46689;INCIDENTE;LONDRINA;PR;SBLO;20/09/2012;18:25:00;0
46373;46373;INCIDENTE GRAVE;PARAUAPEBAS;PA;****;21/09/2012;11:55:00;1
46655;46655;INCIDENTE;RIO DE JANEIRO;RJ;SBGL;21/09/2012;20:58:00;0
46356;46356;ACIDENTE;TAPIRAMUTÁ;BA;****;22/09/2012;15:50:00;3
46377;46377;INCIDENTE;RIO BRANCO;AC;SBRB;22/09/2012;13:25:00;0
46378;46378;INCIDENTE GRAVE;BARREIRAS;BA;SNDH;22/09/2012;16:40:00;0
46379;46379;INCIDENTE;RIO DE JANEIRO;RJ;SBGL;22/09/2012;09:15:00;0
46523;46523;INCIDENTE;BELO HORIZONTE;MG;SBBH;22/09/2012;14:14:00;0
46411;46411;ACIDENTE;BELÉM;PA;SBBE;23/09/2012;18:35:00;1
46452;46452;INCIDENTE;LONDRINA;PR;SBLO;23/09/2012;21:26:00;0
46477;46477;INCIDENTE;CRUZEIRO DO SUL;AC;****;23/09/2012;19:40:00;0
46521;46521;INCIDENTE;JUNDIAÍ;SP;SBJD;23/09/2012;13:30:00;0
46368;46368;ACIDENTE;SÃO PAULO;SP;****;24/09/2012;11:00:00;0
46412;46412;ACIDENTE;ILHÉUS;BA;SBIL;24/09/2012;01:55:00;0
46413;46413;ACIDENTE;UBERLÂNDIA;MG;SJPT;24/09/2012;17:00:00;0
46417;46417;ACIDENTE;LONDRINA;PR;SSOK;24/09/2012;17:10:00;0
46419;46419;ACIDENTE;CANTÁ;RR;****;24/09/2012;08:00:00;0
46450;46450;INCIDENTE GRAVE;NOVO ARIPUANÃ;AM;****;24/09/2012;13:30:00;0
46414;46414;ACIDENTE;UBATUBA;SP;****;25/09/2012;15:00:00;0
46415;46415;ACIDENTE;FOZ DO IGUAÇU;PR;SSHS;25/09/2012;14:35:00;2
46453;46453;INCIDENTE;NAVEGANTES;SC;SBNF;25/09/2012;13:00:00;0
46478;46478;INCIDENTE;RIO DE JANEIRO;RJ;SBRJ;25/09/2012;21:55:00;0
46454;46454;INCIDENTE;BOA VISTA;RR;SBBV;26/09/2012;10:00:00;0
46455;46455;INCIDENTE;RIO DE JANEIRO;RJ;****;26/09/2012;13:37:00;0
46456;46456;INCIDENTE;SALVADOR;BA;SBSV;27/09/2012;22:30:00;0
46416;46416;ACIDENTE;SÃO BORJA;RS;SSSB;28/09/2012;21:38:00;0
46446;46446;INCIDENTE GRAVE;CASCAVEL;PR;SBCA;28/09/2012;17:30:00;1
46495;46495;INCIDENTE;CURITIBA;PR;****;28/09/2012;15:00:00;0
46515;46515;INCIDENTE;RECIFE;PE;SBRF;28/09/2012;23:15:00;0
46516;46516;INCIDENTE;BRASÍLIA;DF;****;29/09/2012;20:50:00;0
46517;46517;INCIDENTE;SÃO PAULO;SP;SBMT;30/09/2012;23:00:00;0
46473;46473;INCIDENTE;CAMPOS DOS GOYTACAZES;RJ;SBCP;01/10/2012;22:19:00;0
46438;46438;INCIDENTE GRAVE;ARTUR NOGUEIRA;SP;****;02/10/2012;11:10:00;0
46434;46434;ACIDENTE;JUQUIÁ;SP;****;03/10/2012;11:00:00;3
46439;46439;INCIDENTE GRAVE;PORTO ALEGRE;RS;SSBN;03/10/2012;16:33:00;0
46443;46443;INCIDENTE GRAVE;TEFÉ;AM;SBTF;03/10/2012;12:35:00;1
46518;46518;INCIDENTE;PORTO ALEGRE;RS;SBPA;03/10/2012;11:40:00;0
46695;46695;INCIDENTE;VITÓRIA;ES;SBVT;03/10/2012;19:40:00;0
46479;46479;INCIDENTE;LONDRINA;PR;SBLO;04/10/2012;22:05:00;0
50693;50693;ACIDENTE;GURINHATÃ;MG;****;04/10/2012;18:00:00;0
46474;46474;INCIDENTE;GUARULHOS;SP;SBGR;05/10/2012;19:38:00;0
46476;46476;INCIDENTE;RIO DE JANEIRO;RJ;SBRJ;05/10/2012;18:00:00;0
46480;46480;INCIDENTE;GOIÂNIA;GO;SBGO;05/10/2012;17:09:00;0
46445;46445;INCIDENTE GRAVE;CATANDUVA;SP;SDCD;07/10/2012;15:30:00;3
46432;46432;ACIDENTE;SANTA CRUZ DO ARARI;PA;****;08/10/2012;13:30:00;3
46475;46475;INCIDENTE;CAMPO GRANDE;MS;SBCG;09/10/2012;17:22:00;0
46481;46481;INCIDENTE;BELO HORIZONTE;MG;SBBH;09/10/2012;21:27:00;0
46433;46433;INCIDENTE;MARICÁ;RJ;****;10/10/2012;20:33:00;0
46449;46449;ACIDENTE;PORTO ALEGRE;RS;SBPA;10/10/2012;19:13:00;0
46471;46471;INCIDENTE;CARAUARI;AM;SWCA;10/10/2012;15:30:00;0
46472;46472;INCIDENTE;JOÃO PESSOA;PB;SBJP;10/10/2012;17:59:00;0
46448;46448;INCIDENTE GRAVE;CALDAS NOVAS;GO;****;11/10/2012;11:00:00;0
46484;46484;INCIDENTE;BRASÍLIA;DF;SBBR;11/10/2012;16:45:00;0
46696;46696;INCIDENTE;CAMPOS DOS GOYTACAZES;RJ;****;11/10/2012;12:50:00;0
46431;46431;ACIDENTE;CAMPINAS;SP;SBKP;13/10/2012;22:55:00;0
46571;46571;ACIDENTE;LONDRINA;PR;****;13/10/2012;21:40:00;0
46594;46594;INCIDENTE GRAVE;POÇOS DE CALDAS;MG;SBPC;13/10/2012;21:05:00;0
46485;46485;INCIDENTE;PORTO SEGURO;BA;SBPS;14/10/2012;20:40:00;0
46486;46486;INCIDENTE;TERESINA;PI;SBTE;14/10/2012;00:09:00;0
50712;50712;ACIDENTE;AMERICANA;SP;SDAI;14/10/2012;20:30:00;0
46613;46613;INCIDENTE;SÃO PAULO;SP;SBMT;15/10/2012;17:42:00;0
46487;46487;INCIDENTE;BRASÍLIA;DF;SBBR;16/10/2012;20:00:00;0
46650;46650;INCIDENTE;CAMPINAS;SP;SBKP;17/10/2012;11:35:00;0
46674;46674;INCIDENTE;RONDONÓPOLIS;MT;SWRD;17/10/2012;20:40:00;0
46581;46581;ACIDENTE;CAMPINA GRANDE DO SUL;PR;****;18/10/2012;21:00:00;0
46514;46514;ACIDENTE;CAMPO GRANDE;MS;****;20/10/2012;15:00:00;0
46648;46648;INCIDENTE;FLORIANÓPOLIS;SC;SBFL;20/10/2012;11:12:00;0
46649;46649;INCIDENTE;CAMPINAS;SP;****;20/10/2012;22:43:00;0
46625;46625;INCIDENTE;PALMAS;TO;SBPJ;21/10/2012;16:40:00;0
46577;46577;INCIDENTE;CAMETÁ;PA;****;22/10/2012;18:38:00;0
46513;46513;ACIDENTE;SÃO SEBASTIÃO DA BOA VISTA;PA;****;23/10/2012;12:40:00;0
46647;46647;INCIDENTE;PORTO ALEGRE;RS;SBPA;23/10/2012;10:01:00;0
46497;46497;ACIDENTE;PORTO ALEGRE;RS;SSBN;24/10/2012;12:05:00;0
46574;46574;INCIDENTE;BRASÍLIA;DF;SBBR;24/10/2012;22:50:00;0
46498;46498;ACIDENTE;SENTO SÉ;BA;****;25/10/2012;13:00:00;1
46512;46512;ACIDENTE;JABOTICABAL;SP;****;25/10/2012;15:00:00;0
46675;46675;INCIDENTE;VITÓRIA DA CONQUISTA;BA;SBQV;25/10/2012;11:00:00;0
46676;46676;INCIDENTE;CARLOS CHAGAS;MG;****;25/10/2012;17:48:00;0
52069;52069;INCIDENTE;RIO DE JANEIRO;RJ;SBJR;25/10/2012;18:33:00;0
46698;46698;INCIDENTE;CABO FRIO;RJ;SBCB;26/10/2012;15:42:00;0
46499;46499;ACIDENTE;CAMPINA VERDE;MG;****;27/10/2012;19:30:00;0
46624;46624;INCIDENTE;GOIÂNIA;GO;SBGO;27/10/2012;12:00:00;0
46639;46639;INCIDENTE;RIO DE JANEIRO;RJ;SBRJ;27/10/2012;22:00:00;0
46677;46677;INCIDENTE;GUARULHOS;SP;SBGR;27/10/2012;21:12:00;0
52070;52070;INCIDENTE;RIO BRANCO;AC;SBRB;27/10/2012;16:15:00;0
46576;46576;INCIDENTE GRAVE;IPATINGA;MG;SBIP;28/10/2012;17:30:00;0
46679;46679;INCIDENTE;SANTANA DO ARAGUAIA;PA;SNKE;28/10/2012;11:30:00;0
